short_id,openalex_id,publication_year,publication_date,title,doi,source,type,cited_by_count,pdf_status,pdf_url,fulltext_screen_status,fulltext_exclusion_reason,low_baseline_arousal_class,repeated_use_class,habituation_class,eligibility_tier,extracted_evidence_status,batch_id,notes,last_updated_utc
W3200473843,https://openalex.org/W3200473843,2021,2021-09-13,Development of a Home-Based Light Therapy for Fatigue Following Traumatic Brain Injury: Two Case Studies,https://doi.org/10.3389/fneur.2021.651498,Frontiers in Neurology,article,4,downloaded,https://doi.org/10.3389/fneur.2021.651498,include,,A1_explicit_low_arousal,D3_repeated_monthplus,H0_not_tested,T1_core,qa_passed,B003,triage:B003; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B003_final; extract:E001; qa:E001_pass; evidence_rows=2,2026-02-14T18:22:02+00:00
W4200066990,https://openalex.org/W4200066990,2021,2021-12-28,"Effects of Nutritional Interventions on Accuracy and Reaction Time with Relevance to Mental Fatigue in Sporting, Military, and Aerospace Populations: A Systematic Review and Meta-Analysis",https://doi.org/10.3390/ijerph19010307,International Journal of Environmental Research and Public Health,review,16,downloaded,https://www.mdpi.com/1660-4601/19/1/307/pdf?version=1640775520,include,,AX_review_or_mixed_population,,,T2_context,todo,B003,triage:B003; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B003_final,2026-02-14T13:32:53+00:00
W4211041777,https://openalex.org/W4211041777,2021,2021-01-02,International society of sports nutrition position stand: caffeine and exercise performance,https://doi.org/10.1186/s12970-020-00383-4,Journal of the International Society of Sports Nutrition,review,505,downloaded,https://jissn.biomedcentral.com/track/pdf/10.1186/s12970-020-00383-4,exclude,not_primary_study_or_high_value_review,AX_review_or_mixed_population,,,,not_applicable,B003,triage:B003; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B003_final,2026-02-14T13:32:53+00:00
W4241428225,https://openalex.org/W4241428225,2021,2021-05-13,"How Does Caffeine Influence Memory? Drug, Experimental, and Demographic Factors",https://doi.org/10.31234/osf.io/5rf6x,,preprint,0,downloaded,https://psyarxiv.com/5rf6x/download,include,,AX_review_or_mixed_population,,,T2_context,todo,B003,triage:B003; conf=0.75; method=pypdf; doi=no; title_match=1.00 | manual_qa=B003_final,2026-02-14T13:32:53+00:00
W2980697306,https://openalex.org/W2980697306,2020,2020-11-03,Myofunctional therapy (oropharyngeal exercises) for obstructive sleep apnoea,https://doi.org/10.1002/14651858.cd013449.pub2,Cochrane Database of Systematic Reviews,review,82,downloaded,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013449.pub2/pdf/full,include,,AX_review_or_mixed_population,,,T2_context,todo,B003,triage:B003; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B003_final,2026-02-14T13:32:53+00:00
W3003965696,https://openalex.org/W3003965696,2020,2020-01-31,Sleep and Organizational Behavior: Implications for Workplace Productivity and Safety,https://doi.org/10.3389/fpsyg.2020.00045,Frontiers in Psychology,review,60,downloaded,https://fjfsdata01prod.blob.core.windows.net/articles/files/469826/pubmed-zip/.versions/1/.package-entries/fpsyg-11-00045/fpsyg-11-00045.pdf?sv=2018-03-28&sr=b&sig=jhig7%2FXqf%2F17MKE5vJtQuIKXExOscnrzk%2FfxIwGf4Es%3D&se=2021-02-15T09%3A28%3A20Z&sp=r&rscd=attachment%3B%20filename%2A%3DUTF-8%27%27fpsyg-11-00045.pdf,exclude,wrong_domain,AX_review_or_mixed_population,,,,not_applicable,B003,triage:B003; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B003_final,2026-02-14T13:32:53+00:00
W3015057439,https://openalex.org/W3015057439,2020,2020-03-30,Sleep in Antarctica: from the Sleep Disturbances Towards All the Challenges,https://doi.org/10.15407/cryo30.01.003,Problems of Cryobiology and Cryomedicine,article,5,downloaded,http://cryo.org.ua/journal/index.php/probl-cryobiol-cryomed/article/download/1596/1703,exclude,wrong_domain,A1_explicit_low_arousal,D0_acute_only,H3_unclear_or_mixed,,not_applicable,B003,triage:B003; conf=0.75; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B003_final,2026-02-14T13:32:53+00:00
W3017146058,https://openalex.org/W3017146058,2020,2020-01-15,Caffeine intake among Northern Border Area Population in Saudi Arabia,https://doi.org/10.36348/sjmps.2020.v06i01.013,Saudi Journal of Medical and Pharmaceutical Sciences,article,5,downloaded,https://doi.org/10.36348/sjmps.2020.v06i01.013,exclude,no_intervention_evaluated,A1_explicit_low_arousal,D0_acute_only,H3_unclear_or_mixed,,not_applicable,B003,triage:B003; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B003_final,2026-02-14T13:32:53+00:00
W3017231229,https://openalex.org/W3017231229,2020,2020-04-17,How to manage travel fatigue and jet lag in athletes? A systematic review of interventions,https://doi.org/10.1136/bjsports-2019-101635,British Journal of Sports Medicine,review,62,downloaded,https://bjsm.bmj.com/content/bjsports/54/16/960.full.pdf,include,,AX_review_or_mixed_population,,,T2_context,todo,B004,triage:B004; conf=0.75; method=pypdf; doi=no; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3033174607,https://openalex.org/W3033174607,2020,2020-06-05,Effects of Simultaneously Performed Dual-Task Training with Aerobic Exercise and Working Memory Training on Cognitive Functions and Neural Systems in the Elderly,https://doi.org/10.1155/2020/3859824,Neural Plasticity,article,31,downloaded,https://downloads.hindawi.com/journals/np/2020/3859824.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,A1_explicit_low_arousal,,H0_not_tested,,not_applicable,B004,triage:B004; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3039388759,https://openalex.org/W3039388759,2020,2020-07-03,Circadian tau differences and rhythm associations in delayed sleep–wake phase disorder and sighted non-24-hour sleep–wake rhythm disorder,https://doi.org/10.1093/sleep/zsaa132,SLEEP,article,25,downloaded,https://academic.oup.com/sleep/article-pdf/44/1/zsaa132/35932975/zsaa132.pdf,exclude,wrong_domain,A1_explicit_low_arousal,,H0_not_tested,,not_applicable,B004,triage:B004; conf=0.75; method=pypdf; doi=no; title_match=0.91 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3040213939,https://openalex.org/W3040213939,2020,2020-06-30,Effect of combined physical training on cognitive function in people with epilepsy: Results from a randomized controlled trial,https://doi.org/10.1111/epi.16588,Epilepsia,article,47,downloaded,https://doi.org/10.1111/epi.16588,exclude,outcome_not_tonic_arousal_or_vigilance,A2_structural_proxy_low_arousal,,H0_not_tested,,not_applicable,B004,triage:B004; conf=0.65; method=pypdf; doi=no; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3040483795,https://openalex.org/W3040483795,2020,2020-07-03,Long-Term Reduction of Short-Wavelength Light Affects Sustained Attention and Visuospatial Working Memory With No Evidence for a Change in Circadian Rhythmicity,https://doi.org/10.3389/fnins.2020.00654,Frontiers in Neuroscience,article,19,downloaded,https://www.frontiersin.org/articles/10.3389/fnins.2020.00654/pdf,include,,A4_general_adults_unscreened,D3_repeated_monthplus,H3_unclear_or_mixed,T2_context,qa_passed,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final; extract:E003; qa:E003_pass; evidence_rows=4,2026-02-14T19:19:19+00:00
W3045385482,https://openalex.org/W3045385482,2020,2020-07-21,"Dog–Human Play, but Not Resting Post-Learning Improve Re-Training Performance up to One Year after Initial Task Acquisition in Labrador Retriever Dogs: A Follow-On Study",https://doi.org/10.3390/ani10071235,Animals,article,7,downloaded,https://www.mdpi.com/2076-2615/10/7/1235/pdf?version=1595317265,exclude,wrong_domain,A1_explicit_low_arousal,D0_acute_only,H0_not_tested,,not_applicable,B004,triage:B004; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3046741450,https://openalex.org/W3046741450,2020,2020-07-31,Improving cognitive and physical function through 12-weeks of resistance training in older adults: Randomized controlled trial,https://doi.org/10.1080/02640414.2020.1763740,Journal of Sports Sciences,article,20,downloaded,https://doi.org/10.1080/02640414.2020.1763740,exclude,outcome_not_tonic_arousal_or_vigilance,A1_explicit_low_arousal,,H0_not_tested,,not_applicable,B004,triage:B004; conf=0.65; method=pypdf; doi=no; title_match=0.85 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3046896531,https://openalex.org/W3046896531,2020,2020-07-31,"Mindfulness, Compassion, and Self-Compassion Among Health Care Professionals: What's New? A Systematic Review",https://doi.org/10.3389/fpsyg.2020.01683,Frontiers in Psychology,review,204,downloaded,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.01683/pdf,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3047333498,https://openalex.org/W3047333498,2020,2020-08-04,Effects of l-theanine–caffeine combination on sustained attention and inhibitory control among children with ADHD: a proof-of-concept neuroimaging RCT,https://doi.org/10.1038/s41598-020-70037-7,Scientific Reports,article,35,downloaded,https://www.nature.com/articles/s41598-020-70037-7.pdf,exclude,population_not_adult,A1_explicit_low_arousal,D0_acute_only,H3_unclear_or_mixed,,not_applicable,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3049323134,https://openalex.org/W3049323134,2020,2020-08-14,Personalized Office Lighting for Circadian Health and Improved Sleep,https://doi.org/10.3390/s20164569,Sensors,article,42,downloaded,https://www.mdpi.com/1424-8220/20/16/4569/pdf?version=1597486599,exclude,no_intervention_evaluated,A4_general_adults_unscreened,,,,not_applicable,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final; modeling/simulation; no human outcome evaluation,2026-02-14T14:01:02.341311+00:00
W3064424293,https://openalex.org/W3064424293,2020,2020-08-19,Immediate Attention Enhancement and Restoration From Interactive and Immersive Technologies: A Scoping Review,https://doi.org/10.3389/fpsyg.2020.02050,Frontiers in Psychology,review,26,downloaded,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.02050/pdf,include,,AX_review_or_mixed_population,,,T2_context,todo,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3068855346,https://openalex.org/W3068855346,2020,2020-08-18,Blue-Enriched White Light Improves Performance but Not Subjective Alertness and Circadian Adaptation During Three Consecutive Simulated Night Shifts,https://doi.org/10.3389/fpsyg.2020.02172,Frontiers in Psychology,article,21,downloaded,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.02172/pdf,include,,A3_experimentally_induced_low_arousal,D1_repeated_short,H2_tested_habituation,T2_context,qa_passed,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final; primary trial; simulated night shifts; light effect mainly nights 1-2; classify habituation=H2; extract:E003; qa:E003_pass; evidence_rows=4,2026-02-14T19:19:19+00:00
W3080622059,https://openalex.org/W3080622059,2020,2020-08-25,Physiological and Behavioral Factors in Musicians’ Performance Tempo,https://doi.org/10.3389/fnhum.2020.00311,Frontiers in Human Neuroscience,article,20,downloaded,https://www.frontiersin.org/articles/10.3389/fnhum.2020.00311/pdf,exclude,wrong_domain,A2_structural_proxy_low_arousal,,H3_unclear_or_mixed,,not_applicable,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3085746349,https://openalex.org/W3085746349,2020,2020-07-13,Cognitive Telerehabilitation with Transcranial Direct Current Stimulation Improves Cognitive and Emotional Functioning Following a Traumatic Brain Injury: A Case Study,https://doi.org/10.1093/arclin/acaa059,Archives of Clinical Neuropsychology,article,22,downloaded,https://academic.oup.com/acn/article-pdf/36/3/442/37236027/acaa059.pdf,exclude,outcome_not_tonic_arousal_or_vigilance,A1_explicit_low_arousal,,H3_unclear_or_mixed,,not_applicable,B004,triage:B004; conf=0.65; method=pypdf; doi=no; title_match=0.88 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3087467909,https://openalex.org/W3087467909,2020,2020-09-21,The evening light environment in hospitals can be designed to produce less disruptive effects on the circadian system and improve sleep,https://doi.org/10.1093/sleep/zsaa194,SLEEP,article,65,downloaded,https://academic.oup.com/sleep/article-pdf/44/3/zsaa194/36461809/zsaa194.pdf,include,,A4_general_adults_unscreened,D1_repeated_short,H0_not_tested,T2_context,todo,B004,triage:B004; conf=0.75; method=pypdf; doi=no; title_match=0.69 | manual_qa=B004_final; publisher PDF blocked (Cloudflare); recovered correct full text via PMC; moved mismatched local PDF to _trash/mismatched_pdfs,2026-02-14T14:01:02.341311+00:00
W3095905004,https://openalex.org/W3095905004,2020,2020-11-04,Sleep Hygiene and Light Exposure Can Improve Performance Following Long-Haul Air Travel,https://doi.org/10.1123/ijspp.2019-0931,International Journal of Sports Physiology and Performance,article,17,downloaded,https://journals.humankinetics.com/downloadpdf/journals/ijspp/16/4/article-p517.pdf,include,,A3_experimentally_induced_low_arousal,D1_repeated_short,H3_unclear_or_mixed,T2_context,todo,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3096529293,https://openalex.org/W3096529293,2020,2020-11-05,Is Melatonin the Cornucopia of the 21st Century?,https://doi.org/10.3390/antiox9111088,Antioxidants,review,173,downloaded,https://www.mdpi.com/2076-3921/9/11/1088/pdf,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B004,triage:B004; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3098705321,https://openalex.org/W3098705321,2020,2020-11-15,Converging Evidence Supporting the Cognitive Link between Exercise and Esport Performance: A Dual Systematic Review,https://doi.org/10.3390/brainsci10110859,Brain Sciences,review,79,downloaded,https://www.mdpi.com/2076-3425/10/11/859/pdf?version=1606367008,include,,AX_review_or_mixed_population,,,T2_context,todo,B004,triage:B004; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3106327490,https://openalex.org/W3106327490,2020,2020-11-09,The Importance of Respiratory Rate Monitoring: From Healthcare to Sport and Exercise,https://doi.org/10.3390/s20216396,Sensors,review,388,downloaded,https://www.mdpi.com/1424-8220/20/21/6396/pdf,exclude,wrong_domain,AX_review_or_mixed_population,,,,not_applicable,B004,triage:B004; conf=0.75; method=ocr_first_page; doi=no; title_match=0.88 | manual_qa=B004_final; paper is monitoring-focused; plus local PDF appears non-article (portal QA page); exclude as wrong_domain,2026-02-14T14:01:02.341311+00:00
W3107171861,https://openalex.org/W3107171861,2020,2020-11-30,Shift-work: a review of the health consequences,https://doi.org/10.24840/2184-0954_004.002_0005,International Journal of Occupational and Environmental Safety,review,17,downloaded,https://ijooes.fe.up.pt/index.php/ijooes/article/download/2184-0954_004.002_0005/455,include,,AX_review_or_mixed_population,,,T2_context,todo,B004,triage:B004; conf=0.75; method=pypdf; doi=no; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3113902567,https://openalex.org/W3113902567,2020,2020-10-01,The influence of caffeine expectancies on simulated soccer performance and perceptual states,,University of Derby Online Research Archive. (University of Derby),dissertation,0,downloaded,http://hdl.handle.net/10545/625389,include,,AX_review_or_mixed_population,,,T2_context,todo,B004,triage:B004; conf=0.75; method=pypdf; doi=no; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3114868246,https://openalex.org/W3114868246,2020,2020-12-23,Acute Effects of Mental Recovery Strategies After a Mentally Fatiguing Task,https://doi.org/10.3389/fpsyg.2020.558856,Frontiers in Psychology,article,32,downloaded,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.558856/pdf,include,,A3_experimentally_induced_low_arousal,D0_acute_only,H3_unclear_or_mixed,T2_context,todo,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3116418514,https://openalex.org/W3116418514,2020,2020-12-22,"Effects of Different Doses of Caffeinated Coffee on Muscular Endurance, Cognitive Performance, and Cardiac Autonomic Modulation in Caffeine Naive Female Athletes",https://doi.org/10.3390/nu13010002,Nutrients,article,40,downloaded,https://www.mdpi.com/2072-6643/13/1/2/pdf?version=1608778014,include,,A4_general_adults_unscreened,D0_acute_only,H0_not_tested,T2_context,todo,B004,triage:B004; conf=0.75; method=pypdf; doi=no; title_match=0.69 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3130310859,https://openalex.org/W3130310859,2020,2020-12-31,"A Review of the Effects of Dietary Restriction, Dehydration, and Caffeine Withdrawal on Cognition: Implications for a Disabled Submarine Scenario",https://doi.org/10.7771/2327-2937.1141,Human performance in extreme environments,review,0,downloaded,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1141&context=jhpee,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B004,triage:B004; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W3155364546,https://openalex.org/W3155364546,2020,2020-05-10,"Non-visual effects of the light source “ correlated color temperature” on electroencephalographic spectral power, sleepiness and neurobehavioral performance",,SHILAP Revista de lepidopterología,article,1,downloaded,https://doaj.org/article/e1f3f9e244474313a66168d3a5bcf90b,include,,A4_general_adults_unscreened,D0_acute_only,H0_not_tested,T2_context,todo,B004,triage:B004; conf=0.75; method=pypdf; doi=no; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W2911228850,https://openalex.org/W2911228850,2019,2019-01-23,Awakening effects of blue-enriched morning light exposure on university students’ physiological and subjective responses,https://doi.org/10.1038/s41598-018-36791-5,Scientific Reports,article,80,downloaded,https://www.nature.com/articles/s41598-018-36791-5.pdf,include,,A4_general_adults_unscreened,D0_acute_only,H3_unclear_or_mixed,T2_context,todo,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W2912218992,https://openalex.org/W2912218992,2019,2019-01-31,Neurotechnologies for Human Cognitive Augmentation: Current State of the Art and Future Prospects,https://doi.org/10.3389/fnhum.2019.00013,Frontiers in Human Neuroscience,review,163,downloaded,https://www.frontiersin.org/articles/10.3389/fnhum.2019.00013/pdf,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B004,triage:B004; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W2912284734,https://openalex.org/W2912284734,2019,2019-01-24,Effects of circadian misalignment on cognition in chronic shift workers,https://doi.org/10.1038/s41598-018-36762-w,Scientific Reports,article,124,downloaded,https://www.nature.com/articles/s41598-018-36762-w.pdf,include,,A2_structural_proxy_low_arousal,D0_acute_only,H3_unclear_or_mixed,T2_context,qa_passed,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final; extract:E004; qa:E004_pass; evidence_rows=6,2026-02-14T20:16:15.000340Z
W2914744844,https://openalex.org/W2914744844,2019,2019-01-01,Working Time Society consensus statements: A multi-level approach to managing occupational sleep-related fatigue,https://doi.org/10.2486/indhealth.sw-6,Industrial Health,review,76,downloaded,https://www.jstage.jst.go.jp/article/indhealth/57/2/57_SW-6/_pdf,exclude,not_primary_study_or_high_value_review,AX_review_or_mixed_population,,,,not_applicable,B004,triage:B004; conf=0.75; method=pypdf; doi=no; title_match=1.00 | manual_qa=B004_final,2026-02-14T14:01:02.341311+00:00
W2943827695,https://openalex.org/W2943827695,2019,2019-02-01,"Sleep extension reduces fatigue in healthy, normally-sleeping young adults",https://doi.org/10.5935/1984-0063.20190056,Sleep Science,article,33,downloaded,https://cdn.publisher.gn1.link/sleepscience.org.br/images/full/ssci-12-01-0021-g01.tif,include,,A4_general_adults_unscreened,D2_repeated_weekplus,H0_not_tested,T2_context,qa_passed,B004,triage:B004; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B004_final; extract:E005; qa:E005_pass; evidence_rows=3,2026-02-14T21:17:01.728524Z
W2944970661,https://openalex.org/W2944970661,2019,2019-05-24,Mixed exercise training for adults with fibromyalgia,https://doi.org/10.1002/14651858.cd013340,Cochrane Database of Systematic Reviews,review,130,downloaded,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013340/pdf/full,include,,AX_review_or_mixed_population,,,T2_context,todo,B005,triage:B005; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final,2026-02-14T14:25:11.148567+00:00
W2945174587,https://openalex.org/W2945174587,2019,2019-02-01,WATER-BASED EXERCISE AND RESISTANCE TRAINING IMPROVE COGNITION IN OLDER ADULTS,https://doi.org/10.1590/1517-869220192501190627,Revista Brasileira de Medicina do Esporte,article,14,downloaded,http://www.scielo.br/pdf/rbme/v25n1/1806-9940-rbme-25-01-0071.pdf,exclude,no_intervention_evaluated,A2_structural_proxy_low_arousal,,H3_unclear_or_mixed,,not_applicable,B005,triage:B005; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final; cross-sectional group comparison (habitual exercisers vs sedentary); no intervention assigned,2026-02-14T14:25:11.148567+00:00
W2946071698,https://openalex.org/W2946071698,2019,2019-05-19,Caffeine-dependent changes of sleep-wake regulation: evidence for adaptation after repeated intake,https://doi.org/10.1101/641480,,preprint,4,downloaded,https://www.biorxiv.org/content/biorxiv/early/2019/05/19/641480.full.pdf,include,,A4_general_adults_unscreened,D2_repeated_weekplus,H2_tested_habituation,T2_context,qa_passed,B005,triage:B005; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final; 10-day caffeine vs placebo vs withdrawal; tolerance/adaptation focus; extract:E003; qa:E003_pass; evidence_rows=4,2026-02-14T19:19:19+00:00
W2950363855,https://openalex.org/W2950363855,2019,2019-06-13,Accelerating Recovery from Exercise-Induced Muscle Injuries in Triathletes: Considerations for Olympic Distance Races,https://doi.org/10.3390/sports7060143,Sports,review,32,downloaded,https://www.mdpi.com/2075-4663/7/6/143/pdf?version=1560411262,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B005,triage:B005; conf=0.65; method=pypdf; doi=no; title_match=0.75 | manual_qa=B005_final,2026-02-14T14:25:11.148567+00:00
W2951383235,https://openalex.org/W2951383235,2019,2019-06-12,Effects of Exercise on Cognitive Performance in Children and Adolescents with ADHD: Potential Mechanisms and Evidence-based Recommendations,https://doi.org/10.3390/jcm8060841,Journal of Clinical Medicine,review,124,downloaded,https://www.mdpi.com/2077-0383/8/6/841/pdf?version=1560415109,exclude,population_not_adult,AX_review_or_mixed_population,,,,not_applicable,B005,triage:B005; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final,2026-02-14T14:25:11.148567+00:00
W2951647119,https://openalex.org/W2951647119,2019,2019-06-11,Sleep in the United States Military,https://doi.org/10.1038/s41386-019-0431-7,Neuropsychopharmacology,review,166,downloaded,https://www.nature.com/articles/s41386-019-0431-7.pdf,include,,AX_review_or_mixed_population,,,T2_context,todo,B005,triage:B005; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final,2026-02-14T14:25:11.148567+00:00
W2954425062,https://openalex.org/W2954425062,2019,2019-01-01,"Sleep Physiology, Circadian Rhythms, Waking Performance and the Development of Sleep-Wake Therapeutics",https://doi.org/10.1007/164_2019_243,Handbook of experimental pharmacology,article,67,downloaded,https://link.springer.com/content/pdf/10.1007%2F164_2019_243.pdf,include,,AX_review_or_mixed_population,D0_acute_only,H3_unclear_or_mixed,T2_context,todo,B005,triage:B005; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final,2026-02-14T14:25:11.148567+00:00
W2955674950,https://openalex.org/W2955674950,2019,2019-06-26,Extended Sleep Maintains Endurance Performance Better than Normal or Restricted Sleep,https://doi.org/10.1249/mss.0000000000002071,Medicine & Science in Sports & Exercise,article,71,downloaded,https://cdn-links.lww.com/permalink/mss/b/mss_2019_06_18_roberts_19-00379_sdc1.pdf,include,,A4_general_adults_unscreened,D1_repeated_short,H3_unclear_or_mixed,T2_context,todo,B005,triage:B005; conf=0.75; method=pypdf; doi=no; title_match=0.78 | manual_qa=B005_final; PDF is supplemental digital content only (main article not available); classification based on abstract/context,2026-02-14T14:25:11.148567+00:00
W2963642537,https://openalex.org/W2963642537,2019,2019-07-18,Sleep Disturbance in Bipolar Disorder: Neuroglia and Circadian Rhythms,https://doi.org/10.3389/fpsyt.2019.00501,Frontiers in Psychiatry,review,70,downloaded,https://www.frontiersin.org/articles/10.3389/fpsyt.2019.00501/pdf,include,,AX_review_or_mixed_population,,,T2_context,todo,B005,triage:B005; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final,2026-02-14T14:25:11.148567+00:00
W2969388134,https://openalex.org/W2969388134,2019,2019-08-21,The inner clock—Blue light sets the human rhythm,https://doi.org/10.1002/jbio.201900102,Journal of Biophotonics,review,262,downloaded,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jbio.201900102,include,,AX_review_or_mixed_population,,,T2_context,todo,B005,triage:B005; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final,2026-02-14T14:25:11.148567+00:00
W2977514556,https://openalex.org/W2977514556,2019,2019-09-01,Sleep coaching: non-pharmacological treatment of non-restorative sleep in Austrian railway shift workers,https://doi.org/10.2478/aiht-2019-70-3244,Archives of Industrial Hygiene and Toxicology,article,8,downloaded,https://content.sciendo.com/downloadpdf/journals/aiht/70/3/article-p186.pdf,include,,A2_structural_proxy_low_arousal,D3_repeated_monthplus,H0_not_tested,T2_context,qa_passed,B005,triage:B005; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final; 2-day sleep coaching seminar; follow-up at 6 months; outcomes PSQI/ESS/fatigue (no objective vigilance task); extract:E006 update:repeated_use_class D1->D3 (2-day seminar; follow-up at 6 months). | extract:E006; qa:E006_pass; evidence_rows=4; updated=2026-02-14,2026-02-14T21:56:05.465640Z
W2981105260,https://openalex.org/W2981105260,2019,2019-10-18,Transgenic Archaerhodopsin-3 Expression in Hypocretin/Orexin Neurons Engenders Cellular Dysfunction and Features of Type 2 Narcolepsy,https://doi.org/10.1523/jneurosci.0311-19.2019,Journal of Neuroscience,article,18,downloaded,https://www.jneurosci.org/content/jneuro/39/47/9435.full.pdf,exclude,wrong_domain,A1_explicit_low_arousal,,H3_unclear_or_mixed,,not_applicable,B005,triage:B005; conf=0.95; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final; mouse/transgenic model (non-human); exclude,2026-02-14T14:25:11.148567+00:00
W2986224028,https://openalex.org/W2986224028,2019,2019-11-01,"Heart and Brain Interaction of Psychiatric Illness: A Review Focused on Heart Rate Variability, Cognitive Function, and Quantitative Electroencephalography",https://doi.org/10.9758/cpn.2019.17.4.459,Clinical Psychopharmacology and Neuroscience,review,80,downloaded,http://www.cpn.or.kr/journal/download_pdf.php?doi=10.9758/cpn.2019.17.4.459,exclude,outcome_not_tonic_arousal_or_vigilance,AX_review_or_mixed_population,,,,not_applicable,B005,triage:B005; conf=0.85; method=pypdf; doi=yes; title_match=1.00 | manual_qa=B005_final,2026-02-14T14:25:11.148567+00:00
